#########################
Begin Lexical Analysis...
#########################
############
Lexer Output
############
CP = 0    Type = id	Data = begin	Pos = (0, 0)
SS = 7	CP = 141	      Reject ,
SS = 7	CP = 141	      Deduce part
SS = 9	CP = 141	        Deduce repeat_part
SS = 9	CP = 141	          Match  {
SS = 9	CP = 141	          Accept {
SS = 10	CP = 142	          Deduce declaration
SS = 11	CP = 142	            Deduce term
SS = 12	CP = 142	              Deduce part
SS = 12	CP = 142	                Predict Failed in CONDITION
SS = 12	CP = 142	                Predict Failed in CONDITION
SS = 12	CP = 142	                Predict Failed in CONDITION
SS = 14	CP = 142	                Deduce simple_part
SS = 14	CP = 142	                  Predict Failed in CONDITION
SS = 16	CP = 142	                  Deduce terminal_symbol
SS = 16	CP = 142	                    Predict Failed in CONDITION
SS = 17	CP = 142	                    Match  dlit
SS = 17	CP = 142	                    Accept dlit
SS = 16	CP = 143	                  Accept terminal_symbol
SS = 14	CP = 143	                Accept simple_part
SS = 12	CP = 143	              Accept part
SS = 13	CP = 143	              Match  ,
SS = 13	CP = 143	              Reject ,
SS = 13	CP = 143	              Deduce part
SS = 13	CP = 143	                Predict Failed in CONDITION
SS = 13	CP = 143	                Predict Failed in CONDITION
SS = 13	CP = 143	                Predict Failed in CONDITION
SS = 15	CP = 143	                Deduce simple_part
SS = 17	CP = 143	                  Deduce right_non_terminal_symbol
SS = 18	CP = 143	                    Deduce non_terminal_symbol
SS = 18	CP = 143	                      Match  id
SS = 18	CP = 143	                      Accept id
SS = 18	CP = 144	                    Accept non_terminal_symbol
SS = 17	CP = 144	                  Accept right_non_terminal_symbol
SS = 15	CP = 144	                Accept simple_part
SS = 13	CP = 144	              Accept part
SS = 13	CP = 144	              Match  ,
SS = 13	CP = 144	              Reject ,
SS = 12	CP = 144	              Predict Failed: part
SS = 11	CP = 144	            Accept term
SS = 11	CP = 144	            Match  |
SS = 11	CP = 144	            Reject |
SS = 10	CP = 144	          Accept declaration
SS = 9	CP = 144	          Match  }
SS = 9	CP = 144	          Accept }
SS = 9	CP = 145	        Accept repeat_part
SS = 7	CP = 145	      Accept part
SS = 7	CP = 145	      Match  ,
SS = 7	CP = 145	      Reject ,
SS = 7	CP = 145	      Deduce part
SS = 7	CP = 145	        Predict Failed in CONDITION
SS = 7	CP = 145	        Predict Failed in CONDITION
SS = 7	CP = 145	        Predict Failed in CONDITION
SS = 9	CP = 145	        Deduce simple_part
SS = 9	CP = 145	          Predict Failed in CONDITION
SS = 11	CP = 145	          Deduce terminal_symbol
SS = 11	CP = 145	            Predict Failed in CONDITION
SS = 12	CP = 145	            Match  dlit
SS = 12	CP = 145	            Accept dlit
SS = 11	CP = 146	          Accept terminal_symbol
SS = 9	CP = 146	        Accept simple_part
SS = 7	CP = 146	      Accept part
SS = 7	CP = 146	      Match  ,
SS = 7	CP = 146	      Reject ,
SS = 6	CP = 146	      Predict Failed: part
SS = 5	CP = 146	    Accept term
SS = 5	CP = 146	    Match  |
SS = 5	CP = 146	    Reject |
SS = 4	CP = 146	  Accept declaration
SS = 4	CP = 146	  Deduce end_op
SS = 5	CP = 146	    Match  ;
SS = 5	CP = 146	    Accept ;
SS = 4	CP = 147	  Accept end_op
SS = 3	CP = 147	Accept statement
SS = 3	CP = 147	Deduce statement
SS = 4	CP = 147	  Deduce non_terminal_symbol
SS = 4	CP = 147	    Match  id
SS = 4	CP = 147	    Accept id
SS = 4	CP = 148	  Accept non_terminal_symbol
SS = 4	CP = 148	  Deduce assign_op
SS = 5	CP = 148	    Match  ::=
SS = 5	CP = 148	    Accept ::=
SS = 4	CP = 149	  Accept assign_op
SS = 4	CP = 149	  Deduce declaration
SS = 5	CP = 149	    Deduce term
SS = 6	CP = 149	      Deduce part
SS = 6	CP = 149	        Predict Failed in CONDITION
SS = 6	CP = 149	        Predict Failed in CONDITION
SS = 6	CP = 149	        Predict Failed in CONDITION
SS = 8	CP = 149	        Deduce simple_part
SS = 8	CP = 149	          Predict Failed in CONDITION
SS = 10	CP = 149	          Deduce terminal_symbol
SS = 10	CP = 149	            Predict Failed in CONDITION
SS = 10	CP = 149	            Predict Failed in CONDITION
SS = 11	CP = 149	            Match  token
SS = 11	CP = 149	            Accept token
SS = 10	CP = 150	          Accept terminal_symbol
SS = 8	CP = 150	        Accept simple_part
SS = 6	CP = 150	      Accept part
SS = 7	CP = 150	      Match  ,
SS = 7	CP = 150	      Reject ,
SS = 6	CP = 150	      Predict Failed: part
SS = 5	CP = 150	    Accept term
SS = 5	CP = 150	    Match  |
SS = 5	CP = 150	    Accept |
SS = 6	CP = 151	    Deduce term
SS = 7	CP = 151	      Deduce part
SS = 7	CP = 151	        Predict Failed in CONDITION
SS = 7	CP = 151	        Predict Failed in CONDITION
SS = 7	CP = 151	        Predict Failed in CONDITION
SS = 9	CP = 151	        Deduce simple_part
SS = 9	CP = 151	          Predict Failed in CONDITION
SS = 11	CP = 151	          Deduce terminal_symbol
SS = 11	CP = 151	            Predict Failed in CONDITION
SS = 11	CP = 151	            Predict Failed in CONDITION
SS = 12	CP = 151	            Match  token
SS = 12	CP = 151	            Accept token
SS = 11	CP = 152	          Accept terminal_symbol
SS = 9	CP = 152	        Accept simple_part
SS = 7	CP = 152	      Accept part
SS = 8	CP = 152	      Match  ,
SS = 8	CP = 152	      Reject ,
SS = 7	CP = 152	      Predict Failed: part
SS = 6	CP = 152	    Accept term
SS = 5	CP = 152	    Match  |
SS = 5	CP = 152	    Accept |
SS = 6	CP = 153	    Deduce term
SS = 7	CP = 153	      Deduce part
SS = 7	CP = 153	        Predict Failed in CONDITION
SS = 7	CP = 153	        Predict Failed in CONDITION
SS = 7	CP = 153	        Predict Failed in CONDITION
SS = 9	CP = 153	        Deduce simple_part
SS = 11	CP = 153	          Deduce right_non_terminal_symbol
SS = 12	CP = 153	            Deduce non_terminal_symbol
SS = 12	CP = 153	              Match  id
SS = 12	CP = 153	              Accept id
SS = 12	CP = 154	            Accept non_terminal_symbol
SS = 11	CP = 154	          Accept right_non_terminal_symbol
SS = 9	CP = 154	        Accept simple_part
SS = 7	CP = 154	      Accept part
SS = 8	CP = 154	      Match  ,
SS = 8	CP = 154	      Reject ,
SS = 7	CP = 154	      Predict Failed: part
SS = 6	CP = 154	    Accept term
SS = 5	CP = 154	    Match  |
SS = 5	CP = 154	    Reject |
SS = 4	CP = 154	  Accept declaration
SS = 4	CP = 154	  Deduce end_op
SS = 5	CP = 154	    Match  ;
SS = 5	CP = 154	    Accept ;
SS = 4	CP = 155	  Accept end_op
SS = 3	CP = 155	Accept statement
SS = 3	CP = 155	Deduce statement
SS = 4	CP = 155	  Deduce non_terminal_symbol
SS = 4	CP = 155	    Match  id
SS = 4	CP = 155	    Accept id
SS = 4	CP = 156	  Accept non_terminal_symbol
SS = 4	CP = 156	  Deduce assign_op
SS = 5	CP = 156	    Match  ::=
SS = 5	CP = 156	    Accept ::=
SS = 4	CP = 157	  Accept assign_op
SS = 4	CP = 157	  Deduce declaration
SS = 5	CP = 157	    Deduce term
SS = 6	CP = 157	      Deduce part
SS = 6	CP = 157	        Predict Failed in CONDITION
SS = 6	CP = 157	        Predict Failed in CONDITION
SS = 6	CP = 157	        Predict Failed in CONDITION
SS = 8	CP = 157	        Deduce simple_part
SS = 8	CP = 157	          Predict Failed in CONDITION
SS = 10	CP = 157	          Deduce terminal_symbol
SS = 10	CP = 157	            Predict Failed in CONDITION
SS = 10	CP = 157	            Predict Failed in CONDITION
SS = 11	CP = 157	            Match  token
SS = 11	CP = 157	            Accept token
SS = 10	CP = 158	          Accept terminal_symbol
SS = 8	CP = 158	        Accept simple_part
SS = 6	CP = 158	      Accept part
SS = 7	CP = 158	      Match  ,
SS = 7	CP = 158	      Reject ,
SS = 7	CP = 158	      Deduce part
SS = 7	CP = 158	        Predict Failed in CONDITION
SS = 7	CP = 158	        Predict Failed in CONDITION
SS = 7	CP = 158	        Predict Failed in CONDITION
SS = 9	CP = 158	        Deduce simple_part
SS = 9	CP = 158	          Predict Failed in CONDITION
SS = 11	CP = 158	          Deduce terminal_symbol
SS = 11	CP = 158	            Predict Failed in CONDITION
SS = 12	CP = 158	            Match  dlit
SS = 12	CP = 158	            Accept dlit
SS = 11	CP = 159	          Accept terminal_symbol
SS = 9	CP = 159	        Accept simple_part
SS = 7	CP = 159	      Accept part
SS = 7	CP = 159	      Match  ,
SS = 7	CP = 159	      Reject ,
SS = 7	CP = 159	      Deduce part
SS = 7	CP = 159	        Predict Failed in CONDITION
SS = 7	CP = 159	        Predict Failed in CONDITION
SS = 7	CP = 159	        Predict Failed in CONDITION
SS = 9	CP = 159	        Deduce simple_part
SS = 11	CP = 159	          Deduce right_non_terminal_symbol
SS = 12	CP = 159	            Deduce non_terminal_symbol
SS = 12	CP = 159	              Match  id
SS = 12	CP = 159	              Accept id
SS = 12	CP = 160	            Accept non_terminal_symbol
SS = 11	CP = 160	          Accept right_non_terminal_symbol
SS = 9	CP = 160	        Accept simple_part
SS = 7	CP = 160	      Accept part
SS = 7	CP = 160	      Match  ,
SS = 7	CP = 160	      Reject ,
SS = 7	CP = 160	      Deduce part
SS = 7	CP = 160	        Predict Failed in CONDITION
SS = 7	CP = 160	        Predict Failed in CONDITION
SS = 9	CP = 160	        Deduce alternative_part
SS = 9	CP = 160	          Match  [
SS = 9	CP = 160	          Accept [
SS = 10	CP = 161	          Deduce declaration
SS = 11	CP = 161	            Deduce term
SS = 12	CP = 161	              Deduce part
SS = 12	CP = 161	                Predict Failed in CONDITION
SS = 12	CP = 161	                Predict Failed in CONDITION
SS = 12	CP = 161	                Predict Failed in CONDITION
SS = 14	CP = 161	                Deduce simple_part
SS = 14	CP = 161	                  Predict Failed in CONDITION
SS = 16	CP = 161	                  Deduce terminal_symbol
SS = 16	CP = 161	                    Predict Failed in CONDITION
SS = 17	CP = 161	                    Match  dlit
SS = 17	CP = 161	                    Accept dlit
SS = 16	CP = 162	                  Accept terminal_symbol
SS = 14	CP = 162	                Accept simple_part
SS = 12	CP = 162	              Accept part
SS = 13	CP = 162	              Match  ,
SS = 13	CP = 162	              Reject ,
SS = 13	CP = 162	              Deduce part
SS = 13	CP = 162	                Predict Failed in CONDITION
SS = 13	CP = 162	                Predict Failed in CONDITION
SS = 13	CP = 162	                Predict Failed in CONDITION
SS = 15	CP = 162	                Deduce simple_part
SS = 17	CP = 162	                  Deduce right_non_terminal_symbol
SS = 18	CP = 162	                    Deduce non_terminal_symbol
SS = 18	CP = 162	                      Match  id
SS = 18	CP = 162	                      Accept id
SS = 18	CP = 163	                    Accept non_terminal_symbol
SS = 17	CP = 163	                  Accept right_non_terminal_symbol
SS = 15	CP = 163	                Accept simple_part
SS = 13	CP = 163	              Accept part
SS = 13	CP = 163	              Match  ,
SS = 13	CP = 163	              Reject ,
SS = 12	CP = 163	              Predict Failed: part
SS = 11	CP = 163	            Accept term
SS = 11	CP = 163	            Match  |
SS = 11	CP = 163	            Reject |
SS = 10	CP = 163	          Accept declaration
SS = 9	CP = 163	          Match  ]
SS = 9	CP = 163	          Accept ]
SS = 9	CP = 164	        Accept alternative_part
SS = 7	CP = 164	      Accept part
SS = 7	CP = 164	      Match  ,
SS = 7	CP = 164	      Reject ,
SS = 6	CP = 164	      Predict Failed: part
SS = 5	CP = 164	    Accept term
SS = 5	CP = 164	    Match  |
SS = 5	CP = 164	    Reject |
SS = 4	CP = 164	  Accept declaration
SS = 4	CP = 164	  Deduce end_op
SS = 5	CP = 164	    Match  ;
SS = 5	CP = 164	    Accept ;
SS = 4	CP = 165	  Accept end_op
SS = 3	CP = 165	Accept statement
SS = 3	CP = 165	Deduce statement
SS = 4	CP = 165	  Deduce non_terminal_symbol
SS = 4	CP = 165	    Match  id
SS = 4	CP = 165	    Accept id
SS = 4	CP = 166	  Accept non_terminal_symbol
SS = 4	CP = 166	  Deduce assign_op
SS = 5	CP = 166	    Match  ::=
SS = 5	CP = 166	    Accept ::=
SS = 4	CP = 167	  Accept assign_op
SS = 4	CP = 167	  Deduce declaration
SS = 5	CP = 167	    Deduce term
SS = 6	CP = 167	      Deduce part
SS = 6	CP = 167	        Predict Failed in CONDITION
SS = 6	CP = 167	        Predict Failed in CONDITION
SS = 6	CP = 167	        Predict Failed in CONDITION
SS = 8	CP = 167	        Deduce simple_part
SS = 8	CP = 167	          Predict Failed in CONDITION
SS = 10	CP = 167	          Deduce terminal_symbol
SS = 10	CP = 167	            Predict Failed in CONDITION
SS = 11	CP = 167	            Match  dlit
SS = 11	CP = 167	            Accept dlit
SS = 10	CP = 168	          Accept terminal_symbol
SS = 8	CP = 168	        Accept simple_part
SS = 6	CP = 168	      Accept part
SS = 7	CP = 168	      Match  ,
SS = 7	CP = 168	      Reject ,
SS = 7	CP = 168	      Deduce part
SS = 7	CP = 168	        Predict Failed in CONDITION
SS = 7	CP = 168	        Predict Failed in CONDITION
SS = 7	CP = 168	        Predict Failed in CONDITION
SS = 9	CP = 168	        Deduce simple_part
SS = 9	CP = 168	          Predict Failed in CONDITION
SS = 11	CP = 168	          Deduce terminal_symbol
SS = 11	CP = 168	            Predict Failed in CONDITION
SS = 11	CP = 168	            Predict Failed in CONDITION
SS = 12	CP = 168	            Match  token
SS = 12	CP = 168	            Accept token
SS = 11	CP = 169	          Accept terminal_symbol
SS = 9	CP = 169	        Accept simple_part
SS = 7	CP = 169	      Accept part
SS = 7	CP = 169	      Match  ,
SS = 7	CP = 169	      Reject ,
SS = 7	CP = 169	      Deduce part
SS = 7	CP = 169	        Predict Failed in CONDITION
SS = 7	CP = 169	        Predict Failed in CONDITION
SS = 7	CP = 169	        Predict Failed in CONDITION
SS = 9	CP = 169	        Deduce simple_part
SS = 11	CP = 169	          Deduce right_non_terminal_symbol
SS = 12	CP = 169	            Deduce non_terminal_symbol
SS = 12	CP = 169	              Match  id
SS = 12	CP = 169	              Accept id
SS = 12	CP = 170	            Accept non_terminal_symbol
SS = 11	CP = 170	          Accept right_non_terminal_symbol
SS = 9	CP = 170	        Accept simple_part
SS = 7	CP = 170	      Accept part
SS = 7	CP = 170	      Match  ,
SS = 7	CP = 170	      Reject ,
SS = 7	CP = 170	      Deduce part
SS = 7	CP = 170	        Predict Failed in CONDITION
SS = 7	CP = 170	        Predict Failed in CONDITION
SS = 7	CP = 170	        Predict Failed in CONDITION
SS = 9	CP = 170	        Deduce simple_part
SS = 9	CP = 170	          Predict Failed in CONDITION
SS = 11	CP = 170	          Deduce terminal_symbol
SS = 11	CP = 170	            Predict Failed in CONDITION
SS = 12	CP = 170	            Match  dlit
SS = 12	CP = 170	            Accept dlit
SS = 11	CP = 171	          Accept terminal_symbol
SS = 9	CP = 171	        Accept simple_part
SS = 7	CP = 171	      Accept part
SS = 7	CP = 171	      Match  ,
SS = 7	CP = 171	      Reject ,
SS = 7	CP = 171	      Deduce part
SS = 7	CP = 171	        Predict Failed in CONDITION
SS = 7	CP = 171	        Predict Failed in CONDITION
SS = 7	CP = 171	        Predict Failed in CONDITION
SS = 9	CP = 171	        Deduce simple_part
SS = 9	CP = 171	          Predict Failed in CONDITION
SS = 11	CP = 171	          Deduce terminal_symbol
SS = 11	CP = 171	            Predict Failed in CONDITION
SS = 11	CP = 171	            Predict Failed in CONDITION
SS = 12	CP = 171	            Match  token
SS = 12	CP = 171	            Accept token
SS = 11	CP = 172	          Accept terminal_symbol
SS = 9	CP = 172	        Accept simple_part
SS = 7	CP = 172	      Accept part
SS = 7	CP = 172	      Match  ,
SS = 7	CP = 172	      Reject ,
SS = 6	CP = 172	      Predict Failed: part
SS = 5	CP = 172	    Accept term
SS = 5	CP = 172	    Match  |
SS = 5	CP = 172	    Reject |
SS = 4	CP = 172	  Accept declaration
SS = 4	CP = 172	  Deduce end_op
SS = 5	CP = 172	    Match  ;
SS = 5	CP = 172	    Accept ;
SS = 4	CP = 173	  Accept end_op
SS = 3	CP = 173	Accept statement
SS = 3	CP = 173	Deduce statement
SS = 4	CP = 173	  Deduce non_terminal_symbol
SS = 4	CP = 173	    Match  id
SS = 4	CP = 173	    Accept id
SS = 4	CP = 174	  Accept non_terminal_symbol
SS = 4	CP = 174	  Deduce assign_op
SS = 5	CP = 174	    Match  ::=
SS = 5	CP = 174	    Accept ::=
SS = 4	CP = 175	  Accept assign_op
SS = 4	CP = 175	  Deduce declaration
SS = 5	CP = 175	    Deduce term
SS = 6	CP = 175	      Deduce part
SS = 6	CP = 175	        Predict Failed in CONDITION
SS = 6	CP = 175	        Predict Failed in CONDITION
SS = 6	CP = 175	        Predict Failed in CONDITION
SS = 8	CP = 175	        Deduce simple_part
SS = 8	CP = 175	          Predict Failed in CONDITION
SS = 10	CP = 175	          Deduce terminal_symbol
SS = 10	CP = 175	            Predict Failed in CONDITION
SS = 11	CP = 175	            Match  dlit
SS = 11	CP = 175	            Accept dlit
SS = 10	CP = 176	          Accept terminal_symbol
SS = 8	CP = 176	        Accept simple_part
SS = 6	CP = 176	      Accept part
SS = 7	CP = 176	      Match  ,
SS = 7	CP = 176	      Reject ,
SS = 7	CP = 176	      Deduce part
SS = 7	CP = 176	        Predict Failed in CONDITION
SS = 7	CP = 176	        Predict Failed in CONDITION
SS = 7	CP = 176	        Predict Failed in CONDITION
SS = 9	CP = 176	        Deduce simple_part
SS = 9	CP = 176	          Predict Failed in CONDITION
SS = 11	CP = 176	          Deduce terminal_symbol
SS = 11	CP = 176	            Predict Failed in CONDITION
SS = 11	CP = 176	            Predict Failed in CONDITION
SS = 12	CP = 176	            Match  token
SS = 12	CP = 176	            Accept token
SS = 11	CP = 177	          Accept terminal_symbol
SS = 9	CP = 177	        Accept simple_part
SS = 7	CP = 177	      Accept part
SS = 7	CP = 177	      Match  ,
SS = 7	CP = 177	      Reject ,
SS = 7	CP = 177	      Deduce part
SS = 7	CP = 177	        Predict Failed in CONDITION
SS = 7	CP = 177	        Predict Failed in CONDITION
SS = 7	CP = 177	        Predict Failed in CONDITION
SS = 9	CP = 177	        Deduce simple_part
SS = 9	CP = 177	          Predict Failed in CONDITION
SS = 11	CP = 177	          Deduce terminal_symbol
SS = 11	CP = 177	            Predict Failed in CONDITION
SS = 11	CP = 177	            Predict Failed in CONDITION
SS = 12	CP = 177	            Match  token
SS = 12	CP = 177	            Accept token
SS = 11	CP = 178	          Accept terminal_symbol
